,-0.09460407885996294,128061
"M@[,APO]P@[,3OUTSIDE,LONGLINE]",-0.14888105244802868,8
"M@[,APO]P@[,3OUTSIDE,SHORTLINE]",-1.6705557085493512,17
"M@[,APO]P@[,3OUTSIDE,SHORTLINE]O@[,CROSSOVER21]",-1.130952380952381,1
"M@[,APO]P@[,3OUTSIDE]",-0.31513354240861385,35
"M@[,APO]P@[,3OUTSIDE]O@[,CROSSOVER21]",-0.8256361016843936,3
"M@[,APO]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",0.7513752410515555,18
"M@[,APO]P@[,BELTHOLD,3OUTSIDE]",0.5744391035907357,13
"M@[,APO]P@[,BELTHOLD,DARKCLOUDCOVER,LONGLINE]",0.4426287336566278,5
"M@[,APO]P@[,BELTHOLD,DARKCLOUDCOVER]",-2.1321154314968234,2
"M@[,APO]P@[,BELTHOLD,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR]",1.9494604698424287,2
"M@[,APO]P@[,BELTHOLD,ENGULFING,LONGLINE]",-0.4636376021522562,54
"M@[,APO]P@[,BELTHOLD,ENGULFING]",0.2104629902737835,15
"M@[,APO]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-0.3864881314668234,1
"M@[,APO]P@[,BELTHOLD,EVENINGSTAR]",-0.9359011669320312,3
"M@[,APO]P@[,BELTHOLD,HIKKAKE,LONGLINE]",-0.4562073882001032,3
"M@[,APO]P@[,BELTHOLD,LONGLINE,UPSIDEGAP2CROWS]",-1.5217204675162646,2
"M@[,APO]P@[,BELTHOLD,LONGLINE]",-0.10701236151480505,131
"M@[,APO]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21]",0.2259761136888331,3
"M@[,APO]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER50]",-0.2060349165795663,2
"M@[,APO]P@[,BELTHOLD,LONGLINE]V@[,AD:OBV]",-2.156940797025581,2
"M@[,APO]P@[,BELTHOLD,SEPARATINGLINES]",0.2107915814065613,2
"M@[,APO]P@[,BELTHOLD]",0.3232891339281328,109
"M@[,APO]P@[,BELTHOLD]O@[,CROSSOVER21]",-2.019759833234673,4
"M@[,APO]P@[,BELTHOLD]O@[,CROSSOVER50]",-0.4302769529119484,1
"M@[,APO]P@[,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",1.1903740174899005,2
"M@[,APO]P@[,CLOSINGMARUBOZU,3OUTSIDE]",-3.2627333591033114,2
"M@[,APO]P@[,CLOSINGMARUBOZU,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",0.4247104247104335,1
"M@[,APO]P@[,CLOSINGMARUBOZU,HIKKAKE,LONGLINE]",-0.05586592178770633,1
"M@[,APO]P@[,CLOSINGMARUBOZU,LONGLINE]",0.20494988130860134,28
"M@[,APO]P@[,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER21]",-2.727272727272727,1
"M@[,APO]P@[,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER50]",-8.977035490605424,1
"M@[,APO]P@[,CLOSINGMARUBOZU]",0.635725595713918,13
"M@[,APO]P@[,DARKCLOUDCOVER,HIKKAKE,LONGLINE]",0.0,1
"M@[,APO]P@[,DARKCLOUDCOVER,HIKKAKE]",1.3377777777777737,1
"M@[,APO]P@[,DARKCLOUDCOVER]",0.005626716892783212,3
"M@[,APO]P@[,ENGULFING,CLOSINGMARUBOZU,HIKKAKE,LONGLINE]",-1.601567000806542,1
"M@[,APO]P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",0.48863947720261924,8
"M@[,APO]P@[,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR]",1.3856032443393116,1
"M@[,APO]P@[,ENGULFING,EVENINGSTAR]",-4.261622607110298,1
"M@[,APO]P@[,ENGULFING,HIKKAKE,SHORTLINE]",3.5981308411214954,1
"M@[,APO]P@[,ENGULFING,HIKKAKE]",3.7899296155928535,1
"M@[,APO]P@[,ENGULFING,LONGLINE]",0.31341311738732025,27
"M@[,APO]P@[,ENGULFING,LONGLINE]O@[,CROSSOVER21]",1.7111567419575633,1
"M@[,APO]P@[,ENGULFING,LONGLINE]O@[,CROSSOVER50]",-1.0670378102528468,1
"M@[,APO]P@[,ENGULFING,SHORTLINE]",0.37554881576159405,19
"M@[,APO]P@[,ENGULFING,SHORTLINE]O@[,CROSSOVER21]",-0.24449877750611593,1
"M@[,APO]P@[,ENGULFING,SPINNINGTOP,HIGHWAVE]",0.2004008016032064,1
"M@[,APO]P@[,ENGULFING,SPINNINGTOP,HIKKAKE]",-0.1802589173540151,1
"M@[,APO]P@[,ENGULFING,SPINNINGTOP,SHORTLINE]",0.5128638206186359,2
"M@[,APO]P@[,ENGULFING,SPINNINGTOP]",-0.6401842835239264,6
"M@[,APO]P@[,ENGULFING]",0.4331395741335735,70
"M@[,APO]P@[,ENGULFING]O@[,CROSSOVER21]",3.0576953309228,1
"M@[,APO]P@[,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",0.958188153310112,1
"M@[,APO]P@[,EVENINGSTAR]",-3.6124899616467125,4
"M@[,APO]P@[,HANGINGMAN,HIKKAKE]",-0.4422604422604451,1
"M@[,APO]P@[,HANGINGMAN,SHORTLINE]",0.6880964471790255,3
"M@[,APO]P@[,HANGINGMAN]",-0.08807272588037558,7
"M@[,APO]P@[,HARAMI,SHORTLINE]",-0.5194194865365023,9
"M@[,APO]P@[,HARAMI,SHORTLINE]O@[,CROSSOVER21]",-0.5853958486879338,2
"M@[,APO]P@[,HARAMI,SPINNINGTOP,HIGHWAVE]",0.2701598400855521,3
"M@[,APO]P@[,HARAMI,SPINNINGTOP,SHORTLINE]",-0.5779678649867067,1
"M@[,APO]P@[,HARAMI,SPINNINGTOP]",0.07757256853871249,5
"M@[,APO]P@[,HARAMI]",-0.11766422305635836,13
"M@[,APO]P@[,HARAMI]O@[,CROSSOVER21]",-0.6979604902140105,2
"M@[,APO]P@[,HIKKAKE,HIKKAKEMOD,SHORTLINE]",-0.1979565772669163,1
"M@[,APO]P@[,HIKKAKE,LONGLINE]O@[,CROSSOVER21]",0.268296318378308,1
"M@[,APO]P@[,HIKKAKE,SHORTLINE]",-0.47010776763863776,12
"M@[,APO]P@[,HIKKAKE]",0.23015158716771947,17
"M@[,APO]P@[,IDENTICAL3CROWS,SHORTLINE]",-0.6870229007633631,1
"M@[,APO]P@[,LONGLINE]",-0.3762939421109202,133
"M@[,APO]P@[,LONGLINE]O@[,CROSSOVER21]",-0.4934074713198536,5
"M@[,APO]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3INSIDE,LONGLINE]",-4.259501965923985,1
"M@[,APO]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",4.643678160919538,1
"M@[,APO]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,DARKCLOUDCOVER,LONGLINE]",0.2882202772241786,2
"M@[,APO]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",0.044711637347734326,32
"M@[,APO]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-0.9763455162574757,12
"M@[,APO]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER21]",0.24789915966386936,1
"M@[,APO]P@[,SHOOTINGSTAR,SHORTLINE]",-0.33575574593072366,2
"M@[,APO]P@[,SHOOTINGSTAR]",0.09711340876344732,4
"M@[,APO]P@[,SHORTLINE]",-0.19870199947157802,206
"M@[,APO]P@[,SHORTLINE]O@[,CROSSOVER21]",-1.5939507657849157,5
"M@[,APO]P@[,SHORTLINE]O@[,CROSSOVER50]",1.143506147367693,2
"M@[,APO]P@[,SHORTLINE]V@[,AD:OBV]",-0.980649680413258,1
"M@[,APO]P@[,SPINNINGTOP,2CROWS]",-0.873015873015873,1
"M@[,APO]P@[,SPINNINGTOP,3OUTSIDE,HIGHWAVE]",-0.3752544916604521,5
"M@[,APO]P@[,SPINNINGTOP,3OUTSIDE,SHORTLINE]",1.4209591474245094,1
"M@[,APO]P@[,SPINNINGTOP,3OUTSIDE]",-1.448628745221513,6
"M@[,APO]P@[,SPINNINGTOP,HIGHWAVE]",0.13065976848430597,25
"M@[,APO]P@[,SPINNINGTOP,HIKKAKE,SHORTLINE]",-1.3666693464104829,1
"M@[,APO]P@[,SPINNINGTOP,HIKKAKE]O@[,CROSSOVER21]",-0.7454695222405234,1
"M@[,APO]P@[,SPINNINGTOP,SHORTLINE]",-0.279178222474435,15
"M@[,APO]P@[,SPINNINGTOP]",-0.10957418599306906,103
"M@[,APO]P@[,SPINNINGTOP]O@[,CROSSOVER21]",0.1783842340296684,2
"M@[,APO]V@[,AD:OBV]",1.4388159828572569,3
"M@[,AROON,CROSSOVER-MACD,RSI]",0.6642311705761589,2
"M@[,AROON,CROSSOVER-MACD,RSI]P@[,BELTHOLD,LONGLINE]",-0.5390502839272451,1
"M@[,AROON,CROSSOVER-MACD]",-0.5014150468237927,328
"M@[,AROON,CROSSOVER-MACD]O@[,CROSSOVER21]",-0.6527011358807535,10
"M@[,AROON,CROSSOVER-MACD]O@[,CROSSOVER50]",-1.7321806038023784,6
"M@[,AROON,CROSSOVER-MACD]P@[,3INSIDE]",-0.5707762557077625,1
"M@[,AROON,CROSSOVER-MACD]P@[,3OUTSIDE,LONGLINE]",-1.6903481023367193,13
"M@[,AROON,CROSSOVER-MACD]P@[,3OUTSIDE,SHORTLINE]",1.5448959972612384,2
"M@[,AROON,CROSSOVER-MACD]P@[,3OUTSIDE]",0.21670153212996396,31
"M@[,AROON,CROSSOVER-MACD]P@[,3OUTSIDE]O@[,CROSSOVER21]",-0.6442307692307736,1
"M@[,AROON,CROSSOVER-MACD]P@[,3OUTSIDE]O@[,CROSSOVER50]",-1.1055449991362891,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,3INSIDE,LONGLINE]",-0.022522522522519108,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",-1.503368536037456,11
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,3OUTSIDE,LONGLINE]O@[,CROSSOVER50]",0.45212498744097257,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,3OUTSIDE]",0.0510967207882494,14
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,3INSIDE]",-0.8965334041705406,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,EVENINGSTAR,LONGLINE]",-3.89534883720931,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,EVENINGSTAR]",-0.15267175572519662,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,LONGLINE]",-0.13550920728807667,6
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING]",-0.06208592002740454,7
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-3.710154452842593,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR]",1.9508679534477593,2
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,EVENINGSTAR]",-1.5127713122947264,2
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]",0.9702383713042636,3
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]",-0.6685156085440482,75
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21]",0.04084580969808058,5
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER50]",0.6503360069369174,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]V@[,AD:OBV]",-1.793534865566916,2
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,SEPARATINGLINES]",-1.69215092585992,3
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,SEPARATINGLINES]O@[,CROSSOVER21]",-0.043336944745392986,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD]",-0.2222973675469459,76
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD]O@[,CROSSOVER21]",2.4660026535032498,2
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD]O@[,CROSSOVER50]",-0.25154588930518834,2
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU,3INSIDE,LONGLINE]",0.1300578034682048,1
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",0.7389564791377539,2
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU,3OUTSIDE]",1.6397228637413448,1
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU,LONGLINE]",-1.4151697759243769,3
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU]",0.22308213148885345,8
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU]O@[,CROSSOVER50]",0.0,1
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU]V@[,AD:OBV]",-1.5996143395564903,1
"M@[,AROON,CROSSOVER-MACD]P@[,ENGULFING,LONGLINE]",-0.5870663158356847,6
"M@[,AROON,CROSSOVER-MACD]P@[,ENGULFING,SHORTLINE]",-0.3626907073508965,1
"M@[,AROON,CROSSOVER-MACD]P@[,ENGULFING]",-0.7095200474745174,14
"M@[,AROON,CROSSOVER-MACD]P@[,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",1.6447876447876413,1
"M@[,AROON,CROSSOVER-MACD]P@[,EVENINGSTAR]",-0.4948702474351265,1
"M@[,AROON,CROSSOVER-MACD]P@[,LONGLINE]",-0.6853462379451348,48
"M@[,AROON,CROSSOVER-MACD]P@[,LONGLINE]O@[,CROSSOVER21]",-0.5433751231893139,3
"M@[,AROON,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",-0.9133318036612531,3
"M@[,AROON,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",-1.1102877525438268,15
"M@[,AROON,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER21]",-4.669260700389098,1
"M@[,AROON,CROSSOVER-MACD]P@[,SHORTLINE]",1.1071095261823793,19
"M@[,AROON,CROSSOVER-MACD]P@[,SPINNINGTOP,3OUTSIDE]",0.07578522362957552,3
"M@[,AROON,CROSSOVER-MACD]P@[,SPINNINGTOP,HIGHWAVE]",-0.24391242080428582,8
"M@[,AROON,CROSSOVER-MACD]P@[,SPINNINGTOP,HIGHWAVE]O@[,CROSSOVER21]",-1.1538461538461564,1
"M@[,AROON,CROSSOVER-MACD]P@[,SPINNINGTOP,SHORTLINE]",-0.37353701170390485,2
"M@[,AROON,CROSSOVER-MACD]P@[,SPINNINGTOP]",0.02056119086976372,13
"M@[,AROON,CROSSOVER-MACD]P@[,SPINNINGTOP]O@[,CROSSOVER21]",-1.1610870309375405,2
"M@[,AROON,CROSSOVER-MACD]V@[,AD:OBV]",2.4591101452590647,1
"M@[,AROON,RSI]P@[,LONGLINE]",0.870985302123039,1
"M@[,AROON]",-0.15555764681384188,1861
"M@[,AROON]O@[,CROSSOVER21]",-0.12211578214756848,30
"M@[,AROON]O@[,CROSSOVER21]V@[,AD:OBV]",12.324649298597192,1
"M@[,AROON]O@[,CROSSOVER50]",-0.9084903637906709,7
"M@[,AROON]P@[,3INSIDE,LONGLINE]",0.4516011312836462,1
"M@[,AROON]P@[,3INSIDE]",-0.11092748312682527,8
"M@[,AROON]P@[,3OUTSIDE,LONGLINE]",0.10839803531101434,29
"M@[,AROON]P@[,3OUTSIDE,SHORTLINE]",-0.47901161754836125,26
"M@[,AROON]P@[,3OUTSIDE,SHORTLINE]V@[,AD:OBV]",2.1679805942995687,1
"M@[,AROON]P@[,3OUTSIDE]",-0.2854749044739846,90
"M@[,AROON]P@[,3OUTSIDE]O@[,CROSSOVER21]",0.5100755866608351,2
"M@[,AROON]P@[,BELTHOLD,3INSIDE,LONGLINE]",-0.5729427773401132,1
"M@[,AROON]P@[,BELTHOLD,3INSIDE]",0.6143258589721309,2
"M@[,AROON]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",-0.4159149069863658,36
"M@[,AROON]P@[,BELTHOLD,3OUTSIDE,LONGLINE]O@[,CROSSOVER21]",-0.8227435846104755,3
"M@[,AROON]P@[,BELTHOLD,3OUTSIDE]",0.41963792520013576,45
"M@[,AROON]P@[,BELTHOLD,3OUTSIDE]O@[,CROSSOVER21]",4.828226555246056,1
"M@[,AROON]P@[,BELTHOLD,3OUTSIDE]O@[,CROSSOVER50]",1.8181818181818272,1
"M@[,AROON]P@[,BELTHOLD,COUNTERATTACK,LONGLINE]",1.4976675669039934,1
"M@[,AROON]P@[,BELTHOLD,DARKCLOUDCOVER,HIKKAKE,LONGLINE]",-0.11608623548922811,1
"M@[,AROON]P@[,BELTHOLD,DARKCLOUDCOVER,LONGLINE]",-1.2969242599875923,2
"M@[,AROON]P@[,BELTHOLD,DARKCLOUDCOVER]",0.6474659522214856,1
"M@[,AROON]P@[,BELTHOLD,ENGULFING,3INSIDE,LONGLINE]",0.005487721223756842,1
"M@[,AROON]P@[,BELTHOLD,ENGULFING,3INSIDE]",-1.025641025641022,1
"M@[,AROON]P@[,BELTHOLD,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR]",7.572209211553488,1
"M@[,AROON]P@[,BELTHOLD,ENGULFING,EVENINGSTAR,LONGLINE]",-1.7888074996401162,2
"M@[,AROON]P@[,BELTHOLD,ENGULFING,LONGLINE,SEPARATINGLINES]",0.9393252038855838,2
"M@[,AROON]P@[,BELTHOLD,ENGULFING,LONGLINE]",-0.45839145308967816,59
"M@[,AROON]P@[,BELTHOLD,ENGULFING,LONGLINE]O@[,CROSSOVER21]",-3.0434336741133396,2
"M@[,AROON]P@[,BELTHOLD,ENGULFING,LONGLINE]V@[,AD:OBV]",-0.33620049775139815,1
"M@[,AROON]P@[,BELTHOLD,ENGULFING]",0.14604216286248334,51
"M@[,AROON]P@[,BELTHOLD,ENGULFING]O@[,CROSSOVER21]",3.558324679820013,1
"M@[,AROON]P@[,BELTHOLD,EVENINGSTAR,2CROWS,LONGLINE]",-0.9271523178807984,1
"M@[,AROON]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",0.0465116279069741,1
"M@[,AROON]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR]",0.04261363636362991,1
"M@[,AROON]P@[,BELTHOLD,EVENINGSTAR,LONGLINE]",-1.062186172267285,1
"M@[,AROON]P@[,BELTHOLD,EVENINGSTAR,LONGLINE]O@[,CROSSOVER21]",-1.2082969725448076,1
"M@[,AROON]P@[,BELTHOLD,EVENINGSTAR,SEPARATINGLINES]",-0.7046070460704567,1
"M@[,AROON]P@[,BELTHOLD,HIKKAKE,LONGLINE]",0.5604806264048111,5
"M@[,AROON]P@[,BELTHOLD,HIKKAKE]",-1.4125068568294061,1
"M@[,AROON]P@[,BELTHOLD,LONGLINE,RISEFALL3METHODS]",-1.1828644501278736,1
"M@[,AROON]P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]",-0.5236567001669943,2
"M@[,AROON]P@[,BELTHOLD,LONGLINE]",-0.08946429328461551,296
"M@[,AROON]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21,CROSSOVER50]",1.0099155343371282,1
"M@[,AROON]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21]",-0.7133051427207138,2
"M@[,AROON]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER50]",1.1140601029377537,3
"M@[,AROON]P@[,BELTHOLD,LONGLINE]V@[,AD:OBV]",0.1017305893358309,2
"M@[,AROON]P@[,BELTHOLD,SEPARATINGLINES]",0.2483661575835035,2
"M@[,AROON]P@[,BELTHOLD,SEPARATINGLINES]O@[,CROSSOVER21]",-1.3575268817204331,1
"M@[,AROON]P@[,BELTHOLD]",-0.19766357700154966,315
"M@[,AROON]P@[,BELTHOLD]O@[,CROSSOVER50]",0.4913866139508639,1
"M@[,AROON]P@[,BELTHOLD]V@[,AD:OBV]",-0.6487187804086928,1
"M@[,AROON]P@[,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",-1.38419725838278,4
"M@[,AROON]P@[,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]O@[,CROSSOVER21]",0.8739076154806622,1
"M@[,AROON]P@[,CLOSINGMARUBOZU,3OUTSIDE]",1.1273602310098667,2
"M@[,AROON]P@[,CLOSINGMARUBOZU,EVENINGSTAR,LONGLINE]",0.14409221902017838,1
"M@[,AROON]P@[,CLOSINGMARUBOZU,LONGLINE]",-0.47792879464466,46
"M@[,AROON]P@[,CLOSINGMARUBOZU]",-0.38304433137097754,22
"M@[,AROON]P@[,DARKCLOUDCOVER,LONGLINE]",0.7322838870558613,3
"M@[,AROON]P@[,DARKCLOUDCOVER]",0.6054432881679972,3
"M@[,AROON]P@[,ENGULFING,3INSIDE]",-0.41450777202073125,1
"M@[,AROON]P@[,ENGULFING,CLOSINGMARUBOZU,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-1.7227557679049557,1
"M@[,AROON]P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-1.6762017091772208,6
"M@[,AROON]P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER50]",-0.6147540983606499,1
"M@[,AROON]P@[,ENGULFING,CLOSINGMARUBOZU]",1.4438107056773977,1
"M@[,AROON]P@[,ENGULFING,HIKKAKE,LONGLINE]",-0.6145013120658191,3
"M@[,AROON]P@[,ENGULFING,HIKKAKE,SHORTLINE]",-0.4570106964599683,2
"M@[,AROON]P@[,ENGULFING,HIKKAKE]",1.6408181613845836,1
"M@[,AROON]P@[,ENGULFING,LONGLINE]",0.07594983120975861,44
"M@[,AROON]P@[,ENGULFING,LONGLINE]O@[,CROSSOVER50]",-0.0024988288621261845,2
"M@[,AROON]P@[,ENGULFING,SHORTLINE]",-0.573466999751767,21
"M@[,AROON]P@[,ENGULFING,SPINNINGTOP,HIGHWAVE]",-1.6426858513189504,1
"M@[,AROON]P@[,ENGULFING,SPINNINGTOP]",-0.643448700334809,3
"M@[,AROON]P@[,ENGULFING]",-0.14477074190486441,97
"M@[,AROON]P@[,ENGULFING]O@[,CROSSOVER21]",-1.3610315186246458,1
"M@[,AROON]P@[,EVENINGSTAR,2CROWS]",-0.029017047515421904,1
"M@[,AROON]P@[,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-1.8109540636042378,1
"M@[,AROON]P@[,EVENINGSTAR,EVENINGDOJISTAR]",0.6028662900168713,3
"M@[,AROON]P@[,EVENINGSTAR,LONGLINE]",-0.5464257964257961,2
"M@[,AROON]P@[,EVENINGSTAR]",1.8920812894183723,1
"M@[,AROON]P@[,HANGINGMAN,HIKKAKE,SHORTLINE]",1.5789473684210564,1
"M@[,AROON]P@[,HANGINGMAN,HIKKAKE]",2.2852303523035262,2
"M@[,AROON]P@[,HANGINGMAN,SHORTLINE]",-1.03331513119906,2
"M@[,AROON]P@[,HANGINGMAN]",-0.15819650829678134,5
"M@[,AROON]P@[,HARAMI,SHORTLINE]",0.5744061436820429,6
"M@[,AROON]P@[,HARAMI,SPINNINGTOP,HIGHWAVE]",-0.47603180087444874,4
"M@[,AROON]P@[,HARAMI,SPINNINGTOP,SHORTLINE]",-0.4180720551889141,2
"M@[,AROON]P@[,HARAMI,SPINNINGTOP]",-0.5058577444896122,13
"M@[,AROON]P@[,HARAMI]",0.007560114835386477,18
"M@[,AROON]P@[,HIKKAKE,LONGLINE]",3.559139784946239,1
"M@[,AROON]P@[,HIKKAKE,SHORTLINE]",0.4847965104528083,11
"M@[,AROON]P@[,HIKKAKE]",1.0156243114183554,7
"M@[,AROON]P@[,HIKKAKE]O@[,CROSSOVER21]",1.079295154185017,1
"M@[,AROON]P@[,LONGLINE]",-0.15326744502105352,274
"M@[,AROON]P@[,LONGLINE]O@[,CROSSOVER21]",-0.7550779856259228,6
"M@[,AROON]P@[,LONGLINE]O@[,CROSSOVER50]",3.9850560398505603,1
"M@[,AROON]P@[,LONGLINE]V@[,AD:OBV]",0.9659090909090845,1
"M@[,AROON]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3BLACKCROWS,LONGLINE]",0.5366357069143494,1
"M@[,AROON]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",-0.48775319509617554,2
"M@[,AROON]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE,SEPARATINGLINES]O@[,CROSSOVER21]",0.5631067961165004,1
"M@[,AROON]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",-0.3824021908490113,57
"M@[,AROON]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER21]",0.3598607751755139,1
"M@[,AROON]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,HIKKAKE,LONGLINE]",-3.019369064622015,1
"M@[,AROON]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-1.8077557677874305,11
"M@[,AROON]P@[,RISEFALL3METHODS]",-2.210924275553498,3
"M@[,AROON]P@[,SHOOTINGSTAR]",-0.09760858955588923,1
"M@[,AROON]P@[,SHORTLINE]",0.15080007301699186,203
"M@[,AROON]P@[,SHORTLINE]O@[,CROSSOVER21]",-0.7503625499694366,3
"M@[,AROON]P@[,SHORTLINE]O@[,CROSSOVER50]",1.0482180293501047,1
"M@[,AROON]P@[,SPINNINGTOP,3INSIDE]",0.8143322475570033,1
"M@[,AROON]P@[,SPINNINGTOP,3OUTSIDE,HIGHWAVE,SHORTLINE]",1.4161073825503294,1
"M@[,AROON]P@[,SPINNINGTOP,3OUTSIDE,HIGHWAVE]",-1.8365325331290134,7
"M@[,AROON]P@[,SPINNINGTOP,3OUTSIDE]",1.079486400258894,12
"M@[,AROON]P@[,SPINNINGTOP,HIGHWAVE,SHORTLINE]",-0.5900888331092556,3
"M@[,AROON]P@[,SPINNINGTOP,HIGHWAVE]",-0.014948904257297281,55
"M@[,AROON]P@[,SPINNINGTOP,HIKKAKE,SHORTLINE]",-0.2391117120805015,3
"M@[,AROON]P@[,SPINNINGTOP,HIKKAKE]",0.448168003501316,3
"M@[,AROON]P@[,SPINNINGTOP,SHORTLINE]",-0.12998072695999469,16
"M@[,AROON]P@[,SPINNINGTOP,SHORTLINE]O@[,CROSSOVER21]",0.7556270096463096,1
"M@[,AROON]P@[,SPINNINGTOP]",-0.20860218518391502,178
"M@[,AROON]P@[,SPINNINGTOP]O@[,CROSSOVER21]",0.9361702127659527,1
"M@[,AROON]V@[,AD:OBV]",-0.21419236754841164,6
"M@[,CCI,RSI]",1.1798288663277474,13
"M@[,CCI]",-0.058516176711469546,1616
"M@[,CCI]O@[,CROSSOVER50]",0.24774774774775285,1
"M@[,CCI]P@[,3OUTSIDE]",-1.0560753370540608,6
"M@[,CCI]P@[,ADVANCEBLOCK]",1.4741031688978847,3
"M@[,CCI]P@[,HARAMI]",0.19547998691057522,8
