buyIndia,avg,count
"P@[,CLOSINGMARUBOZU,PIERCING]",0.7415090179372569,5
"M@[,APO:BOP]P@[,BELTHOLD,ENGULFING]",0.7263035456800712,2
"P@[,HAMMER,HIKKAKE,HIKKAKEMOD]",0.7248819959541393,1
"P@[,ENGULFING,LONGLINE]O@[,CROSSOVER21]",0.7244334554211177,4
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIKKAKE,RICKSHAWMAN]",0.7194244604316548,1
"P@[,ENGULFING,SPINNINGTOP]",0.7147834816483866,28
"M@[,RSI:BOP]P@[,CLOSINGMARUBOZU,LONGLINE]",0.7135596798597009,4
"M@[,ADXR20:BOP]P@[,HARAMI,SHORTLINE]",0.7130282112068959,5
"M@[,ADXR20,APO:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE]",0.7008164149989197,1
"M@[,ADXR20,RSI:BOP]P@[,SHORTLINE]",0.6962950227800341,1
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,TRISTAR]",0.6874383804005731,1
"P@[,HAMMER,DOJI,DOJISTAR,DRAGONFLYDOJI,LONGLEGGEDDOJI,TAKURI]",0.6813588781872096,7
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER50]",0.6784487813049592,1
"P@[,BELTHOLD]O@[,CROSSOVER21]",0.6749988638764135,17
"P@[,DOJI,LONGLEGGEDDOJI,SHORTLINE]",0.6715945550676672,3
"M@[,ADXR20:BOP]P@[,BELTHOLD,3OUTSIDE]",0.670984818482758,4
"M@[,ADXR20:BOP]P@[,SHORTLINE,UNIQUE3RIVER]",0.6664565227180701,1
"M@[,CCI,RSI:BOP]P@[,LONGLINE]",0.6603172141835412,3
"M@[,ADXR20:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",0.6577682040235553,1
"M@[,AROON:BOP]P@[,CLOSINGMARUBOZU,LONGLINE]",0.657597252578795,9
"M@[,CCI:BOP]P@[,MORNINGSTAR,LONGLINE]",0.6544549898660839,5
"M@[,APO:BOP]P@[,HARAMI,SHORTLINE]",0.6465296885463205,10
"M@[,RSI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SHORTLINE,TAKURI]",0.6410256410256326,1
"M@[,APO:BOP]P@[,SHORTLINE,UNIQUE3RIVER]",0.640000000000004,1
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE]O@[,CROSSOVER21]",0.6254343293954174,1
"P@[,ENGULFING,3INSIDE,LONGLINE]",0.5978969230901753,3
"P@[,3INSIDE,SHORTLINE]",0.5967238735364656,24
"P@[,STICKSANDWICH]",0.5897577351696027,4
"P@[,BELTHOLD,ENGULFING,3INSIDE]",0.5880992821819622,2
"M@[,ADXR20,CCI:BOP]P@[,ENGULFING]",0.5840083968027632,1
"M@[,RSI:BOP]P@[,HARAMI]",0.5721162769085092,21
"M@[,RSI]P@[,HARAMI,HOMINGPIGEON,MATCHINGLOW]",0.5677694770544367,1
"P@[,CDLINVERTEDHAMMER,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",0.5662827804857656,5
"M@[,CCI:BOP]P@[,BELTHOLD,3OUTSIDE]",0.5636267474487031,3
"M@[,AROON,CCI:BOP]P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]",0.5631362356508556,1
"P@[,HAMMER,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIKKAKE,TAKURI]",0.5625300130342351,1
"P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER50]",0.5616551438482683,2
"P@[,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,HIKKAKE,MATCHINGLOW,TAKURI]",0.5609552901971624,1
"P@[,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,TAKURI]",0.5550672275481991,3
"M@[,RSI:BOP]P@[,SPINNINGTOP,SHORTLINE]",0.554299377090544,4
"P@[,ENGULFING,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SHORTLINE]",0.5537826168575054,1
"M@[,CCI,RSI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",0.5422518378463173,2
"M@[,APO:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",0.5422440873927123,6
"M@[,AROON:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",0.54179370837105,5
"M@[,ADXR20:BOP]P@[,BELTHOLD,ENGULFING]",0.5359366970879473,3
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP]",0.5354770826464431,5
"P@[,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,TAKURI]",0.532547142361798,5
"M@[,AROON:BOP]P@[,SPINNINGTOP,3INSIDE]",0.5285165402063682,3
"P@[,HIKKAKE,LONGLINE]",0.5280964377254855,14
"M@[,AROON:BOP]P@[,BELTHOLD,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",0.5250403877221371,1
"M@[,AROON:BOP]P@[,LONGLINE,MATHOLD]",0.5242922055225445,1
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",0.5218463096826833,52
"P@[,HAMMER,MATCHINGLOW]",0.5060037768319507,30
"M@[,AROON:BOP]P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE]",0.49421939811138793,1
"M@[,RSI:BOP]P@[,LONGLINE]",0.4940078717183606,16
"P@[,BELTHOLD,PIERCING,LONGLINE]",0.49392739775497274,42
"P@[,HAMMER,HIKKAKE]",0.48725674170108796,56
"M@[,RSI:BOP]P@[,BELTHOLD]",0.48719866287025004,8
"M@[,CCI:BOP]P@[,HARAMI,SPINNINGTOP,HIGHWAVE]",0.4818303004287106,5
"P@[,DOJI,DOJISTAR,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]O@[,CROSSOVER21]",0.4774823657080822,1
"M@[,ADXR20:BOP]P@[,BELTHOLD,ENGULFING,LONGLINE]",0.47717732079280695,2
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,UNIQUE3RIVER]",0.4763998827323365,1
"M@[,CCI:BOP]P@[,SPINNINGTOP]",0.4744206876938875,72
"M@[,CCI:BOP]P@[,CLOSINGMARUBOZU,MORNINGSTAR]",0.4735829510137534,1
"M@[,CCI:BOP]P@[,3INSIDE]",0.47199878463161177,22
"P@[,CLOSINGMARUBOZU,LONGLINE]V@[,AD:OBV]",0.4700756707177149,1
"P@[,BELTHOLD,HIKKAKE]",0.46579742446422395,3
"M@[,CCI:BOP]P@[,SPINNINGTOP,HIGHWAVE]",0.465657224971239,14
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE]",0.4597701149425352,1
"P@[,HARAMI,HOMINGPIGEON]",0.44957625533069284,136
"M@[,ADXR40,RSI:BOP]P@[,SHORTLINE]",0.44933513302538886,2
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,UNIQUE3RIVER]",0.4482631841264919,16
"M@[,ADXR20,CCI:BOP]P@[,BELTHOLD,LONGLINE]",0.44487814054105534,2
"M@[,AROON:BOP]P@[,3OUTSIDE,LONGLINE]",0.44290217822597067,4
"M@[,AROON:BOP]P@[,SPINNINGTOP,SHORTLINE]",0.4424182059464668,6
"P@[,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",0.4383590228975633,3
"M@[,CCI:BOP]P@[,BELTHOLD,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE,SEPARATINGLINES]",0.43783328655627024,1
"M@[,APO:BOP]P@[,ENGULFING,LONGLINE]",0.4305005904128258,6
"M@[,AROON:BOP]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,HIKKAKE,LONGLINE]",0.4269662921348264,1
"P@[,ENGULFING,HIKKAKE,LONGLINE]",0.42626207044432174,4
"M@[,RSI:BOP]P@[,BELTHOLD,ENGULFING,LONGLINE]",0.4186671842967096,4
"P@[,HAMMER,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,RICKSHAWMAN,TAKURI]",0.4186516529522126,1
"P@[,SPINNINGTOP,HIGHWAVE]O@[,CROSSOVER50]",0.40929921374710043,2
"P@[,ENGULFING]O@[,CROSSOVER21]",0.4088727664717192,5
"P@[,BELTHOLD,3INSIDE]",0.4082909458179794,20
"M@[,AROON,CCI:BOP]P@[,HARAMI,SPINNINGTOP,SHORTLINE]",0.4079624428545182,1
"P@[,HARAMI,HARAMICROSS,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SHORTLINE]",0.40694784639866355,2
"P@[,BELTHOLD,SEPARATINGLINES]",0.40689804721511363,44
"M@[,RSI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",0.40340002449816764,3
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,3OUTSIDE,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",0.40013703323055594,1
"P@[,3INSIDE]",0.3956036968535486,107
"P@[,HARAMI,HARAMICROSS,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,HOMINGPIGEON]",0.3919448884651886,2
"M@[,AROON:BOP]P@[,LONGLINE]",0.3917642175725734,97
"M@[,CCI:BOP]P@[,BELTHOLD,ENGULFING]",0.38752218539996397,19
"M@[,RSI]P@[,HIKKAKE]",0.3842473735243866,3
"P@[,SHORTLINE]O@[,CROSSOVER21]",0.3826363040404177,17
"P@[,BELTHOLD,ENGULFING,LONGLINE,SEPARATINGLINES]",0.378527057634164,3
"M@[,CCI:BOP]P@[,SPINNINGTOP,3OUTSIDE]",0.37755440310478267,3
"P@[,HARAMI,HIKKAKE]",0.37499286900913076,4
"M@[,CCI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",0.37452439101349044,2
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",0.36733453643986613,10
"M@[,AROON:BOP]P@[,BELTHOLD]O@[,CROSSOVER21]",0.36625775341456435,2
"M@[,ADXR20:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]O@[,CROSSOVER21]",0.3650375177448701,1
"M@[,CCI:BOP]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]V@[,AD:OBV]",0.3643590592911636,1
"P@[,HARAMI,HOMINGPIGEON,MATCHINGLOW]",0.35534683752956897,30
"M@[,ADXR20:BOP]P@[,HARAMI,SPINNINGTOP]",0.3539765303049829,4
"M@[,RSI,CCI:BOP]P@[,BELTHOLD,LONGLINE]",0.3528438332588659,2
"P@[,LONGLINE]O@[,CROSSOVER21]",0.3520623102881725,32
"M@[,RSI:BOP]P@[,HARAMI,SPINNINGTOP,SHORTLINE]",0.35185185185184764,1
"P@[,SPINNINGTOP,TRISTAR]",0.35092694339087915,1
"P@[,HARAMI,HARAMICROSS,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,TAKURI]",0.3508452870793507,2
"M@[,CCI:BOP]P@[,LONGLINE]",0.34846691361545623,200
"M@[,AROON:BOP]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",0.3480104112723357,2
"M@[,APO:BOP]P@[,SPINNINGTOP]O@[,CROSSOVER21]",0.34756703078449336,1
"P@[,BELTHOLD,COUNTERATTACK,LONGLINE]",0.3418250715858806,2
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE]",0.3409171923963029,81
"M@[,CCI:BOP]P@[,BELTHOLD,ENGULFING,LONGLINE]",0.34024054068779186,42
"P@[,SHORTLINE]V@[,AD:OBV]",0.33995738556124344,11
"P@[,DOJI,DOJISTAR,LONGLEGGEDDOJI,SPINNINGTOP,HIKKAKE,RICKSHAWMAN,SHORTLINE]",0.3271728271728249,1
"P@[,SPINNINGTOP]O@[,CROSSOVER21]",0.321181141633677,15
"P@[,HAMMER,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,TAKURI]",0.3139306736429009,1
"P@[,HARAMI,HIKKAKE,SHORTLINE]",0.3080026527853886,4
"P@[,CDLINVERTEDHAMMER,DOJI,DOJISTAR,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",0.3079040755919365,2
"M@[,APO:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]O@[,CROSSOVER21]",0.3012645181749857,1
"M@[,CCI:BOP]P@[,BELTHOLD,LONGLINE]",0.2992851009771147,196
"P@[,CLOSINGMARUBOZU,3INSIDE,LONGLINE]",0.29681329634949455,8
"M@[,RSI:BOP]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",0.296501284838901,1
"P@[,CDLINVERTEDHAMMER,SHORTLINE]",0.28471098512540544,8
"M@[,CCI:BOP]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",0.2821119063441471,31
"M@[,CCI:BOP]P@[,SHORTLINE]",0.2810104690205552,217
"P@[,CDLINVERTEDHAMMER,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,HIKKAKE]",0.27665369982885396,2
"M@[,RSI,CCI:BOP]P@[,SHORTLINE]",0.27605732351425555,3
"P@[,SPINNINGTOP,UNIQUE3RIVER]",0.27535794818944215,8
"P@[,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR]",0.2733428589178023,1
"P@[,HARAMI,SPINNINGTOP,HIGHWAVE]",0.27244037898232953,84
"P@[,BELTHOLD,ENGULFING,LONGLINE]",0.2721013017080384,332
"M@[,AROON:BOP]P@[,HAMMER]",0.2637233834733391,1
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE,SEPARATINGLINES]",0.2603510602948004,15
"M@[,ADXR20:BOP]P@[,HARAMI]",0.2592855659031418,10
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",0.25683676339937134,247
"P@[,CDLINVERTEDHAMMER,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SHORTLINE]",0.25507880112963055,1
"M@[,ADXR20:BOP]P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]",0.25430967541544425,1
"P@[,3OUTSIDE]O@[,CROSSOVER50]",0.25013444524190714,2
"M@[,AROON:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",0.23774879060613305,3
"P@[,ENGULFING]",0.23751345661094359,564
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN]",0.23658474456577502,12
"M@[,APO:BOP]P@[,BELTHOLD,3INSIDE]",0.23557126030625156,1
"P@[,SHORTLINE,UNIQUE3RIVER]",0.23457806350783827,14
"M@[,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",0.23356804818687507,7
"M@[,CCI:BOP]P@[,3INSIDE,SHORTLINE]",0.2321730662750708,12
"M@[,ADXR20:BOP]P@[,ENGULFING]",0.23198296592630996,6
"P@[,HAMMER,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,HIKKAKE,TAKURI]",0.23120890022681748,3
"P@[,SPINNINGTOP,HIGHWAVE]",0.22682936001447912,293
"M@[,AROON,CCI:BOP]P@[,SHORTLINE]",0.22517966369778572,3
"M@[,ADXR40:BOP]P@[,LONGLINE]",0.2230443361372494,2
"M@[,ADXR20:BOP]P@[,LONGLINE]O@[,CROSSOVER21]",0.22265357387531917,1
"M@[,APO:BOP]P@[,BELTHOLD,LONGLINE]",0.21703107520938195,36
"M@[,RSI:BOP]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",0.21541321337974673,2
"P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",0.21420941209969302,61
"P@[,BELTHOLD,3OUTSIDE]",0.21299920883758874,47
"P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]V@[,AD:OBV]",0.2073433240183283,3
"M@[,CCI:BOP]P@[,BELTHOLD]",0.2063452934850948,104
"P@[,SPINNINGTOP,3OUTSIDE]O@[,CROSSOVER50]",0.2035786992392683,1
"M@[,CCI:BOP]P@[,HARAMI,SPINNINGTOP,SHORTLINE]",0.20131514654672789,6
"M@[,ADXR40:BOP]P@[,HARAMI,SPINNINGTOP]",0.20125585182903116,2
"M@[,AROON:BOP]P@[,CLOSINGMARUBOZU]",0.19889351399271665,7
"M@[,RSI:BOP]P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",0.19522171609183872,1
"M@[,AROON,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",0.19236334306156688,2
"P@[,HARAMI,SHORTLINE]",0.18989329820325646,396
"P@[,BELTHOLD]",0.18699782135588205,921
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,3INSIDE,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",0.1865393224891807,1
"M@[,CCI:BOP]P@[,HARAMI]",0.18385797308256163,63
"P@[,BELTHOLD,MORNINGSTAR,MORNINGDOJISTAR]",0.1807692901678383,5
"M@[,AROON,CCI:BOP]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",0.18050541516245194,1
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",0.1773843383431822,122
"P@[,SPINNINGTOP,3OUTSIDE]",0.17578320415820203,33
"P@[,BELTHOLD,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",0.16957256357855133,2
"P@[,BELTHOLD,3OUTSIDE]V@[,AD:OBV]",0.16912251312805004,2
"M@[,ADXR20:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",0.16787431301421227,12
"P@[,HAMMER,HIKKAKE,MATCHINGLOW]",0.16712777064350948,5
"P@[,HARAMI,HARAMICROSS,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE,TAKURI]",0.16349630237377538,4
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,3INSIDE,HIGHWAVE,RICKSHAWMAN]",0.16276162915603062,5
"M@[,APO:BOP]P@[,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",0.16026789004223696,2
"M@[,ADXR20:BOP]P@[,3OUTSIDE]",0.1593740861614837,3
"P@[,HIKKAKE,SHORTLINE]",0.15836867658609488,42
"M@[,ADXR20:BOP]P@[,HARAMI,SHORTLINE]O@[,CROSSOVER21]",0.15751232152838454,1
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",0.15734219775116762,1191
"P@[,SHORTLINE]",0.153298932221144,2255
"P@[,TASUKIGAP]",0.14943584414202365,21
"P@[,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER21]",0.14687051332650305,3
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI]",0.14479779985337432,32
"P@[,HAMMER,DOJI,DOJISTAR,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,TAKURI]",0.14364174059991935,1
"M@[,CCI:BOP]P@[,HARAMI,SHORTLINE]",0.14256057698348237,54
"P@[,BELTHOLD,LONGLINE]",0.14200729953439692,1568
"M@[,CCI:BOP]P@[,CLOSINGMARUBOZU]",0.1414552218602162,9
"P@[,ENGULFING,SHORTLINE]",0.1350471936832154,124
"P@[,LONGLINE]V@[,AD:OBV]",0.1342001699188146,6
"P@[,RISEFALL3METHODS]",0.13280212483400866,1
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",0.1309568513422033,361
"P@[,ENGULFING,MORNINGSTAR]",0.130234332226966,9
"M@[,CCI,RSI:BOP]P@[,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",0.1299263750541286,1
"M@[,APO:BOP]P@[,ENGULFING,SHORTLINE]",0.12924167439382392,6
"P@[,ENGULFING,HIKKAKE]",0.126918342138251,6
"P@[,HARAMI,SPINNINGTOP]",0.1265027532338724,250
"M@[,APO:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,RICKSHAWMAN]",0.12359666289010665,1
"P@[,LONGLINE]",0.1231766975813398,1579
"M@[,CCI:BOP]P@[,BELTHOLD,3INSIDE,SEPARATINGLINES]",0.12252079629306506,1
"P@[,3OUTSIDE,HIKKAKE]",0.12138728323698895,1
"P@[,CDLINVERTEDHAMMER,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI]",0.12029006910897871,6
"P@[,HARAMI,SHORTLINE]V@[,AD:OBV]",0.11918265734731687,2
"M@[,CCI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP]",0.11830319418623149,1
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",0.11564100437816215,55
"P@[,MATCHINGLOW]",0.11493319470230104,85
"P@[,HARAMI]",0.11438631580595067,713
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",0.10767336369162071,9
"P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21]",0.1058976279232268,20
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,RICKSHAWMAN]",0.10134695403544455,73
"M@[,AROON,CCI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",0.09188361408881851,1
"P@[,CLOSINGMARUBOZU,LONGLINE]",0.08693690699978401,207
"M@[,APO:BOP]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",0.08479538125878983,2
"P@[,3OUTSIDE,SHORTLINE]",0.08223584699481432,64
"M@[,APO:BOP]P@[,LONGLINE]",0.07731750070412481,51
"M@[,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE]",0.07348609465105416,4
"P@[,BELTHOLD]V@[,AD:OBV]",0.06698571801249753,5
"P@[,SPINNINGTOP,HIKKAKE]",0.06518067351788097,31
"P@[,BELTHOLD,SEPARATINGLINES]O@[,CROSSOVER21]",0.06328481497517358,1
"M@[,ADXR20,CCI:BOP]P@[,SPINNINGTOP]",0.05753671397237614,2
"P@[,MORNINGSTAR,LONGLINE]",0.05617862694253865,10
"M@[,CCI:BOP]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",0.04995561812332523,8
"P@[,HAMMER,HARAMI,HARAMICROSS,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,TAKURI]",0.04908577739599672,1
"P@[,BELTHOLD,3INSIDE,LONGLINE]",0.04686981343125036,46
"P@[,HARAMI,HARAMICROSS,DOJI,SHORTLINE]",0.04597701149425026,1
"P@[,SPINNINGTOP,HIGHWAVE,SHORTLINE]",0.038882089043797606,12
"M@[,AROON:BOP]P@[,ENGULFING,LONGLINE]",0.03849931721060179,6
"P@[,ENGULFING,LONGLINE]",0.03753018472049306,239
"M@[,AROON:BOP]P@[,SHORTLINE]",0.036584231010103684,58
"M@[,CCI,RSI:BOP]P@[,HARAMI,SHORTLINE]",0.03400489619384839,5
"M@[,CCI:BOP]P@[,3OUTSIDE]",0.030759684382811663,15
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN]",0.028433373994094433,135
"P@[,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,TAKURI]",0.025584392817532033,46
"M@[,APO:BOP]P@[,SPINNINGTOP]",0.022077076800035383,29
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE]",0.018851433009346684,16
"P@[,SPINNINGTOP]",0.018123867334685892,1137
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN]",0.013262467164469017,35
"M@[,AROON:BOP]P@[,3OUTSIDE,SHORTLINE]",0.009649663841492994,5
"M@[,CCI:BOP]P@[,SPINNINGTOP,UNIQUE3RIVER]",0.0033521051220288217,1
"M@[,CCI:BOP]P@[,3OUTSIDE,LONGLINE]",0.0,1
"M@[,CCI:BOP]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",-0.0014915429514663625,2
"P@[,3OUTSIDE]",-0.002379430138031003,228
"P@[,SPINNINGTOP,SHORTLINE]",-0.003923919748762412,262
"P@[,HARAMI]O@[,CROSSOVER21]",-0.004435957030420971,6
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,HIKKAKEMOD,RICKSHAWMAN]",-0.005890290515252546,3
"M@[,CCI:BOP]P@[,CLOSINGMARUBOZU,LONGLINE]",-0.007267369015572571,27
"M@[,APO:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",-0.01124096644661865,4
"P@[,HAMMER]",-0.01894017725282238,363
"P@[,BELTHOLD,PIERCING,HIKKAKE,LONGLINE]",-0.019487362131942798,2
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE]",-0.03441326506058046,15
"P@[,SPINNINGTOP,HIGHWAVE,HIKKAKE]",-0.039213796049269924,18
"P@[,ENGULFING,SHORTLINE]O@[,CROSSOVER21]",-0.03932094595947233,2
"M@[,ADXR40,CCI:BOP]P@[,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",-0.03966679888932738,1
"P@[,BELTHOLD,MORNINGSTAR,LONGLINE]",-0.042890441839531765,16
"M@[,ADXR20,CCI:BOP]P@[,3INSIDE,LONGLINE]",-0.04329941545788886,1
"M@[,CCI:BOP]P@[,BELTHOLD,ENGULFING,MORNINGSTAR]",-0.045631257411330256,2
"M@[,AROON,RSI:BOP]P@[,LONGLINE]",-0.04799138316070162,2
