buyIndia,avg,count
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,MATCHINGLOW]",-1.24770489041583,14
"M@[,APO:BOP]P@[,CLOSINGMARUBOZU,3INSIDE,LONGLINE]",-1.2409038682497162,1
"P@[,SPINNINGTOP,3INSIDE,HIGHWAVE,UNIQUE3RIVER]",-1.2303664921466002,1
"M@[,AROON:BOP]P@[,ENGULFING]",-1.2167033673986118,36
"M@[,CCI,RSI:BOP]P@[,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",-1.1965811965812014,1
"M@[,CCI:BOP]P@[,BELTHOLD,MORNINGSTAR,LONGLINE,SEPARATINGLINES]",-1.1918114248211331,3
"P@[,HAMMER,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,TAKURI]",-1.1826854251043317,3
"P@[,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE,TAKURI,UNIQUE3RIVER]",-1.1824885404902648,1
"M@[,ADXR20:BOP]P@[,ENGULFING]O@[,CROSSOVER21]",-1.1742892459826981,1
"M@[,RSI:BOP]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-1.165689149560124,1
"M@[,AROON,RSI:BOP]P@[,BELTHOLD]",-1.1583011583011582,1
"P@[,BELTHOLD,MORNINGSTAR,SEPARATINGLINES]",-1.1503779426838563,3
"P@[,BELTHOLD,MORNINGSTAR,MORNINGDOJISTAR,SEPARATINGLINES]",-1.1496743155300417,3
"M@[,AROON,CCI:BOP]P@[,BELTHOLD,ENGULFING,LONGLINE]",-1.1467889908256879,1
"M@[,CCI:BOP]P@[,SPINNINGTOP,UNIQUE3RIVER]",-1.1464925941880084,1
"M@[,ADXR20,CCI:BOP]P@[,HARAMI]",-1.1434936938297733,2
"P@[,BELTHOLD,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE,SEPARATINGLINES]",-1.1357045868059714,2
"M@[,APO:BOP]P@[,BELTHOLD,MORNINGSTAR,MORNINGDOJISTAR]",-1.1191335740072286,1
"M@[,ADXR20,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",-1.1065573770491757,1
"M@[,AROON,CCI:BOP]P@[,3OUTSIDE,LONGLINE]",-1.0971615720524017,1
"M@[,AROON,CCI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",-1.0941475826972038,1
"M@[,RSI:BOP]P@[,ENGULFING,SHORTLINE]",-1.0850756416794176,2
"M@[,ADXR20:BOP]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-1.0847404163915888,2
"M@[,RSI:BOP]P@[,SPINNINGTOP]V@[,AD:OBV]",-1.0839160839160917,1
"P@[,BELTHOLD,ENGULFING,LONGLINE]V@[,AD:OBV]",-1.075625847744139,4
"M@[,CCI:BOP]P@[,HARAMI,HIKKAKE]",-1.0710729567534159,1
"M@[,APO,RSI:BOP]",-1.0672853828306317,1
"P@[,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,TAKURI]O@[,CROSSOVER21]",-1.0646846122940963,1
"P@[,HIKKAKE,HIKKAKEMOD,STICKSANDWICH]",-1.0644589000591267,1
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,PIERCING,LONGLINE]",-1.059030744900396,6
"M@[,CCI:BOP]P@[,BREAKAWAY]",-1.0566672900692147,1
"P@[,ENGULFING,SPINNINGTOP,HIGHWAVE]",-1.0494926282587982,10
"P@[,SPINNINGTOP,3OUTSIDE]V@[,AD:OBV]",-1.0471204188481507,1
"P@[,ENGULFING,HIKKAKE,SHORTLINE]",-1.046732415986048,2
"P@[,HIKKAKE,HIKKAKEMOD,SHORTLINE]",-1.037965457550792,1
"P@[,CDLINVERTEDHAMMER,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",-1.0351467488243937,2
"M@[,AROON,RSI:BOP]P@[,LONGLINE]",-1.0340741633093757,2
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE,UNIQUE3RIVER]",-1.0318783678702355,8
"M@[,CCI:BOP]P@[,ENGULFING,UNIQUE3RIVER]",-1.028209966559931,3
"M@[,APO:BOP]P@[,ENGULFING]",-1.020335521352628,27
"M@[,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,3INSIDE,HIGHWAVE,RICKSHAWMAN]",-1.0196451670372242,5
"M@[,RSI:BOP]P@[,SPINNINGTOP,HIKKAKE]",-1.0190661638066745,2
"M@[,ADXR40,CCI:BOP]P@[,CLOSINGMARUBOZU,LONGLINE]",-1.0176991150442527,1
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,TRISTAR]",-1.0002336994624954,1
"M@[,AROON:BOP]P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-0.9972386346290132,2
"M@[,APO:BOP]P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",-0.9946442234123819,1
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,RICKSHAWMAN,SHORTLINE]",-0.9913341118810248,2
"M@[,CCI:BOP]P@[,BELTHOLD,ENGULFING,MORNINGSTAR,LONGLINE]V@[,AD:OBV]",-0.9891304347826153,1
"P@[,LONGLINE,RISEFALL3METHODS]",-0.9853708473456104,7
"M@[,ADXR20:BOP]P@[,SPINNINGTOP,HIKKAKE,SHORTLINE]",-0.9812214515310552,1
"M@[,APO:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,3OUTSIDE,HIGHWAVE,RICKSHAWMAN]",-0.9811827956989186,1
"M@[,CCI:BOP]P@[,BELTHOLD,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",-0.9785481851109148,7
"M@[,APO,AROON:BOP]P@[,BELTHOLD,ENGULFING,LONGLINE]",-0.9774539894123948,2
"M@[,CCI,RSI:BOP]P@[,SPINNINGTOP,SHORTLINE]",-0.9774436090225649,1
"M@[,AROON:BOP]P@[,CLOSINGMARUBOZU,3OUTSIDE]",-0.9759479392710738,2
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SHORTLINE,UNIQUE3RIVER]",-0.9728711904595889,1
"M@[,CCI:BOP]P@[,HARAMI,SPINNINGTOP,HIGHWAVE,SHORTLINE]",-0.9696140612693269,2
"P@[,HARAMI,SPINNINGTOP,HIGHWAVE]O@[,CROSSOVER21]",-0.9653972472997321,3
"M@[,CCI:BOP]P@[,HAMMER]",-0.9604519774011342,1
"M@[,APO:BOP]P@[,CDLINVERTEDHAMMER]",-0.957300024366139,3
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,RICKSHAWMAN,SHORTLINE]",-0.9565255051359407,33
"M@[,AROON,RSI:BOP]P@[,BELTHOLD,LONGLINE]",-0.9495277749568419,1
"M@[,RSI:BOP]P@[,SPINNINGTOP,3INSIDE]",-0.9494369618017122,1
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,3INSIDE,RICKSHAWMAN]",-0.942307692307688,1
"M@[,APO:BOP]P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-0.9401912176056721,2
"M@[,CCI:BOP]P@[,LONGLINE]O@[,CROSSOVER21]",-0.933852140077821,1
"M@[,RSI:BOP]P@[,3INSIDE]",-0.9330406147091047,2
"P@[,BELTHOLD,ENGULFING,LONGLINE,SEPARATINGLINES]",-0.9291510543357167,5
"M@[,APO:BOP]P@[,SHORTLINE]O@[,CROSSOVER21]",-0.9286757449608384,2
"M@[,ADXR20:BOP]P@[,ENGULFING,LONGLINE]V@[,AD:OBV]",-0.9243697478991628,1
"M@[,CCI,RSI:BOP]P@[,CLOSINGMARUBOZU,PIERCING,LONGLINE]",-0.917647058823524,1
"P@[,HAMMER,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,TAKURI]",-0.917312661498711,1
"P@[,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE]",-0.9152542372881317,1
"M@[,ADXR40:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",-0.9147410778312867,2
"M@[,AROON:BOP]P@[,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",-0.9141104294478583,1
"M@[,AROON:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",-0.9116294349540005,1
"M@[,AROON:BOP]P@[,MORNINGSTAR,LONGLINE]",-0.9100418410041888,1
"M@[,AROON:BOP]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,HIKKAKE,LONGLINE]",-0.9090909090909141,1
"M@[,CCI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]",-0.908514835377491,5
"M@[,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,RICKSHAWMAN]",-0.9062589698952361,5
"P@[,HIKKAKE,TASUKIGAP]",-0.9058684521465188,1
"P@[,BELTHOLD,ENGULFING,MORNINGSTAR]",-0.9032760366899615,4
"M@[,CCI:BOP]P@[,BELTHOLD,ENGULFING,MORNINGSTAR]",-0.9031320464143139,3
"M@[,ADXR20,CCI:BOP]",-0.9009532909043559,32
"M@[,ADXR20:BOP]P@[,SHORTLINE]O@[,CROSSOVER21]",-0.9007205764611689,1
"M@[,ADXR40:BOP]P@[,3OUTSIDE]",-0.9000000000000057,1
"M@[,APO:BOP]P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",-0.8983890954151282,1
"P@[,SPINNINGTOP,HIGHWAVE,HIKKAKE,HIKKAKEMOD]",-0.8979591836734725,1
"M@[,ADXR20,CCI:BOP]P@[,BELTHOLD,LONGLINE]",-0.8965057932844491,4
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP]V@[,AD:OBV]",-0.8935309973045846,1
"M@[,ADXR20,CCI,RSI:BOP]",-0.8921301776736287,3
"P@[,HAMMER,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SHORTLINE,TAKURI]",-0.8912451561766115,2
"M@[,APO:BOP]P@[,BELTHOLD,3OUTSIDE]",-0.8844375883619492,6
"M@[,APO:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,RICKSHAWMAN]",-0.8810143246219275,3
"M@[,CCI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",-0.8807212205270489,1
"P@[,CLOSINGMARUBOZU,3OUTSIDE]",-0.8804403310022766,7
"M@[,APO:BOP]P@[,UNIQUE3RIVER]",-0.8737419945105173,1
"M@[,CCI,RSI:BOP]P@[,3OUTSIDE]",-0.8730861698089305,1
"M@[,AROON,CCI:BOP]P@[,HARAMI,HARAMICROSS,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN]",-0.8678414096916218,1
"M@[,CCI:BOP]P@[,3INSIDE]",-0.8672459583839126,51
"P@[,SPINNINGTOP]V@[,AD:OBV]",-0.8618465612370075,5
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,TRISTAR,HIGHWAVE]",-0.860097521647796,1
"M@[,CCI,RSI:BOP]P@[,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR]",-0.8595764632335703,1
"M@[,APO:BOP]P@[,MORNINGSTAR]",-0.858299595141695,2
"M@[,CCI:BOP]P@[,BELTHOLD,MORNINGSTAR,MORNINGDOJISTAR]",-0.8582557640517243,13
"P@[,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,TAKURI]",-0.85569887029087,15
"M@[,CCI:BOP]P@[,BELTHOLD,ENGULFING,LONGLINE,SEPARATINGLINES]",-0.8541194255479936,1
"M@[,CCI:BOP]V@[,AD:OBV]",-0.8485067455696715,7
"M@[,AROON:BOP]P@[,SPINNINGTOP,3OUTSIDE]",-0.845163759516196,5
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN]O@[,CROSSOVER21]",-0.8418837148119035,1
"P@[,HARAMI,HARAMICROSS,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,TAKURI]",-0.8398874954566269,4
"M@[,AROON:BOP]P@[,SPINNINGTOP]O@[,CROSSOVER21]",-0.8337185328915124,2
"P@[,3OUTSIDE]O@[,CROSSOVER50]V@[,AD:OBV]",-0.8330440819160132,1
"P@[,BELTHOLD,LONGLINE,RISEFALL3METHODS,SEPARATINGLINES]",-0.8330308529945488,1
"M@[,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIKKAKE,RICKSHAWMAN]",-0.8316362479190795,2
"P@[,BELTHOLD,RISEFALL3METHODS]",-0.8229589246039967,4
"P@[,ENGULFING,SHORTLINE,UNIQUE3RIVER]",-0.8195640426336371,4
"P@[,SPINNINGTOP]O@[,CROSSOVER50]",-0.817350314501798,13
"M@[,CCI:BOP]P@[,3OUTSIDE]",-0.8146332816235352,39
"M@[,ADXR20:BOP]P@[,LONGLINE]O@[,CROSSOVER21]",-0.81360528843438,1
"P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]O@[,CROSSOVER21]",-0.8079323686871552,3
"M@[,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,UNIQUE3RIVER]",-0.8067407673001077,1
"M@[,APO:BOP]P@[,BELTHOLD,3INSIDE,LONGLINE]",-0.8064009687721077,2
"M@[,ADXR40,RSI:BOP]P@[,BELTHOLD]",-0.8015564202334594,1
"P@[,CDLINVERTEDHAMMER,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE]",-0.7997465589331914,4
"P@[,BELTHOLD,ENGULFING,MORNINGSTAR,LONGLINE]",-0.7994429021961036,9
"P@[,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER50]",-0.7993605115907274,1
"M@[,RSI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",-0.7965237015001359,20
"M@[,CCI:BOP]P@[,3INSIDE,LONGLINE]",-0.7927723162559066,23
"M@[,ADXR20:BOP]P@[,BELTHOLD]O@[,CROSSOVER50]",-0.7897089500347716,1
"V@[,AD]",-0.7894394265557969,14
"M@[,AROON,CCI:BOP]P@[,LONGLINE]",-0.7862592285757778,3
"P@[,MORNINGSTAR]V@[,AD:OBV]",-0.7861896838602367,1
"M@[,CCI:BOP]P@[,PIERCING,LONGLINE]",-0.7774390243902474,1
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]O@[,CROSSOVER21]",-0.7763215514197577,6
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE,SEPARATINGLINES]",-0.7721280602636578,1
"M@[,AROON,CCI:BOP]P@[,SHORTLINE]",-0.7693011519087519,4
"M@[,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN]",-0.7690495897382543,26
"P@[,HAMMER,ENGULFING]",-0.7671976688928142,5
"M@[,CCI:BOP]P@[,BELTHOLD,ENGULFING,3INSIDE]",-0.7631005730602208,2
"P@[,HARAMI,SPINNINGTOP]V@[,AD:OBV]",-0.7628382863097568,3
"P@[,ENGULFING,UNIQUE3RIVER]",-0.7578488431225275,15
"M@[,ADXR20:BOP]P@[,ENGULFING,SHORTLINE]",-0.7575462017175515,2
"P@[,MORNINGSTAR,LONGLINE]",-0.7449718018141829,16
"P@[,3INSIDE]O@[,CROSSOVER21]",-0.7412640454301807,4
"P@[,MORNINGSTAR]",-0.7338306379693273,42
"M@[,ADXR40:BOP]P@[,LONGLINE]",-0.7309339850272624,4
"P@[,BELTHOLD,PIERCING]",-0.7306547991198086,37
"M@[,AROON:BOP]P@[,BELTHOLD,3INSIDE,LONGLINE]",-0.7293179237662025,3
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,3INSIDE,HIGHWAVE]",-0.7292011932383125,1
"P@[,ENGULFING]O@[,CROSSOVER21]",-0.7201193734954715,11
"P@[,CDLINVERTEDHAMMER,DOJI,DOJISTAR,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",-0.7137591518554437,5
"M@[,ADXR20:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",-0.7010590364472667,7
"M@[,ADXR20:BOP]P@[,HARAMI,SPINNINGTOP]",-0.700047927440556,8
"M@[,AROON:BOP]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",-0.6970530284832295,5
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP]",-0.6945813514972983,18
"P@[,LONGLINE]V@[,AD:OBV]",-0.6929094917523387,13
"P@[,HARAMI]O@[,CROSSOVER21]",-0.6927757656624002,14
"M@[,ADXR20:BOP]P@[,CLOSINGMARUBOZU]",-0.6907933526767424,3
"M@[,ADXR40,RSI:BOP]",-0.6899278632508244,7
"M@[,APO:BOP]P@[,3OUTSIDE]",-0.6841886049745008,9
"P@[,3INSIDE,LONGLINE]",-0.6831349936461799,58
"M@[,CCI:BOP]P@[,BELTHOLD,3INSIDE]",-0.6806772249209311,14
"M@[,ADXR20,APO:BOP]O@[,CROSSOVER21]",-0.6802911534154586,1
"P@[,CDLINVERTEDHAMMER,UNIQUE3RIVER]",-0.675105485232065,1
"M@[,AROON:BOP]P@[,SPINNINGTOP,HIKKAKE]",-0.674415445837766,3
"M@[,APO:BOP]P@[,ENGULFING,SHORTLINE]",-0.6726136161143276,7
"M@[,ADXR20:BOP]P@[,SPINNINGTOP]O@[,CROSSOVER21]",-0.6666666666666587,1
"P@[,ENGULFING,CLOSINGMARUBOZU]",-0.6666632663439304,28
"M@[,ADXR20:BOP]P@[,SHORTLINE]",-0.6643626486463641,36
"M@[,RSI,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",-0.6605182527829432,2
"P@[,CDLINVERTEDHAMMER,DOJI,DOJISTAR,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIKKAKE,RICKSHAWMAN]",-0.6587089304962274,1
"P@[,ENGULFING,3INSIDE,LONGLINE]O@[,CROSSOVER21]",-0.6545454545454518,1
"P@[,BELTHOLD,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR,LONGLINE]",-0.647866226252013,5
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP]",-0.6466582082038628,72
"M@[,ADXR40:BOP]P@[,HARAMI,SPINNINGTOP]",-0.6425000990777957,2
"P@[,DOJI,DOJISTAR,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE]",-0.6397624039133446,2
"M@[,RSI:BOP]P@[,ENGULFING,SPINNINGTOP,SHORTLINE]",-0.639470782800436,1
"M@[,RSI:BOP]P@[,CDLINVERTEDHAMMER,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE,RICKSHAWMAN,SHORTLINE]",-0.6366892160764117,1
"P@[,3INSIDE,UNIQUE3RIVER]",-0.6343384210963406,3
"M@[,APO:BOP]P@[,BELTHOLD,LONGLINE]V@[,AD:OBV]",-0.6341041711692272,1
"M@[,ADXR20,CCI:BOP]P@[,BELTHOLD,ENGULFING,LONGLINE]",-0.6308181654554876,2
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,MORNINGSTAR,LONGLINE]",-0.6279069767441834,1
"P@[,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,MATCHINGLOW,TAKURI]",-0.6212129414497243,8
"V@[,AD:OBV]",-0.617774089224434,57
"P@[,CDLINVERTEDHAMMER,HIKKAKE,SHORTLINE]",-0.615096453307348,3
"M@[,RSI:BOP]P@[,3OUTSIDE,SHORTLINE]",-0.610867315465114,2
"M@[,AROON:BOP]P@[,ENGULFING,3INSIDE]",-0.6088280060882887,1
"M@[,ADXR20:BOP]P@[,3OUTSIDE]",-0.6076265435804378,8
"M@[,APO:BOP]P@[,HAMMER]",-0.6027397260273941,2
"M@[,RSI:BOP]P@[,CLOSINGMARUBOZU,LONGLINE]",-0.5993218894102029,6
"M@[,CCI:BOP]P@[,ENGULFING,3INSIDE]",-0.5986636873522245,6
"M@[,RSI:BOP]P@[,HARAMI]",-0.5981206818712526,52
"P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP]",-0.5969257530967547,21
"P@[,BELTHOLD,SEPARATINGLINES]O@[,CROSSOVER50]",-0.596477407011418,1
"P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER50]",-0.5961207729061079,15
"M@[,AROON:BOP]P@[,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR]",-0.5939902166317221,1
"M@[,RSI]P@[,CDLINVERTEDHAMMER]",-0.5906674542232724,1
"P@[,HARAMI,HARAMICROSS,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,HIKKAKE]",-0.5897122497211533,5
"M@[,APO:BOP]P@[,BELTHOLD,SEPARATINGLINES]",-0.5895357406042616,1
"P@[,ENGULFING,3INSIDE]",-0.5890716573790096,12
"P@[,CLOSINGMARUBOZU,LONGLINE,MATHOLD]",-0.588966930055601,1
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]O@[,CROSSOVER50]",-0.5824022814870392,15
"P@[,BELTHOLD,ENGULFING,3INSIDE,LONGLINE]",-0.5804232613184617,5
"P@[,STICKSANDWICH]",-0.5772135573087503,23
"M@[,AROON:BOP]P@[,3INSIDE]",-0.5767760574029216,9
"P@[,HARAMI,HARAMICROSS,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,HOMINGPIGEON]",-0.5748233349495263,9
"M@[,RSI,CCI:BOP]P@[,SHORTLINE]",-0.5698689095883853,5
"M@[,ADXR20:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN,SHORTLINE]O@[,CROSSOVER50]",-0.5687812485665837,1
"M@[,ADXR40,CCI:BOP]P@[,ENGULFING,LONGLINE]",-0.5579541680504876,1
"P@[,DOJI,DOJISTAR,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN]",-0.557221275579703,21
"M@[,CCI:BOP]P@[,MORNINGSTAR]",-0.5562787679676774,25
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,3OUTSIDE,HIGHWAVE,RICKSHAWMAN]",-0.5534763098234232,27
"P@[,SPINNINGTOP,HIGHWAVE,UNIQUE3RIVER]",-0.5418517048390424,4
"P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-0.539375971016735,49
"M@[,ADXR20,CCI:BOP]P@[,SHORTLINE,UNIQUE3RIVER]",-0.5361930294906053,1
"P@[,3OUTSIDE,SHORTLINE]O@[,CROSSOVER21]",-0.5354959160533884,4
"P@[,HAMMER,HIKKAKE,HIKKAKEMOD]",-0.5298230392329921,7
"P@[,3OUTSIDE]O@[,CROSSOVER50]",-0.5296775552329623,3
"P@[,CDLINVERTEDHAMMER]O@[,CROSSOVER50]",-0.5295471987720715,1
"P@[,ENGULFING,MORNINGSTAR,MORNINGDOJISTAR]",-0.5234271787162386,2
"P@[,HARAMI,HARAMICROSS,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",-0.5220760590611486,7
"P@[,CLOSINGMARUBOZU,LONGLINE]V@[,AD:OBV]",-0.5201388888888944,2
"M@[,CCI:BOP]P@[,ENGULFING]",-0.5185301163664723,128
"P@[,BELTHOLD,3OUTSIDE,LONGLINE]",-0.5182841388495049,98
"M@[,APO,AROON:BOP]P@[,3OUTSIDE]",-0.5182514646237069,1
"M@[,RSI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE]",-0.5177157230438191,5
"M@[,CCI:BOP]P@[,3INSIDE,SHORTLINE]",-0.5158929611620104,16
"M@[,APO,AROON:BOP]P@[,HARAMI,HARAMICROSS,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",-0.5138086062941446,1
"M@[,RSI:BOP]P@[,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI,SHORTLINE]",-0.510548779615944,2
"M@[,AROON:BOP]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",-0.5096341881206491,15
"M@[,ADXR40:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,RICKSHAWMAN,SHORTLINE]",-0.5076791808873758,1
"P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]O@[,CROSSOVER21]",-0.5072871453543647,30
"P@[,SPINNINGTOP,3OUTSIDE]",-0.5035826494057134,83
"M@[,RSI]P@[,DOJI,DOJISTAR,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE]",-0.5000000000000071,1
"M@[,CCI,RSI:BOP]P@[,BELTHOLD]",-0.4990798928508352,8
"M@[,ADXR40:BOP]P@[,ENGULFING]",-0.4962323276841227,3
"M@[,CCI:BOP]P@[,SPINNINGTOP,HIGHWAVE,SHORTLINE]",-0.49541873874883696,3
"M@[,AROON,CCI:BOP]P@[,DOJI,LONGLEGGEDDOJI,SPINNINGTOP,HIGHWAVE,RICKSHAWMAN]",-0.4952931279076901,4
"P@[,ENGULFING,MORNINGSTAR]",-0.494098214717992,13
"P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]O@[,CROSSOVER21,CROSSOVER50]",-0.4912836767036426,1
"M@[,APO:BOP]O@[,CROSSOVER21]",-0.48705249011323587,14
"P@[,HAMMER,DOJI,DRAGONFLYDOJI,LONGLEGGEDDOJI,TAKURI]",-0.4868176475814532,17
"M@[,APO:BOP]P@[,SPINNINGTOP,HIGHWAVE]",-0.4762140011032286,27
"M@[,AROON:BOP]P@[,ENGULFING,SHORTLINE]",-0.47310264134042657,5
"M@[,AROON:BOP]P@[,LONGLINE]",-0.47296113171159754,152
"M@[,ADXR20,AROON:BOP]P@[,SPINNINGTOP,UNIQUE3RIVER]",-0.4725692558392203,1
"M@[,APO:BOP]P@[,CDLINVERTEDHAMMER,DOJI,GRAVESTONEDOJI,LONGLEGGEDDOJI]",-0.4651162790697704,1
